WAA ID,BASIN,LOCATION,RIVMILE,COLL_DATE,COLLECT,Replicate,MACRO_GENSPECIES,INDIV,Stage,TAXONOMIST,WAA Project ID,Comments,#_Grids,PercentWTSorted,TotalInd,
470.12-262,,MILH,0.9,7/20/2017,1,2,Acentrella sp.,15,L,WAA,470.12,,,35.24,100,Trees for Tribs Survey
470.12-262,,MILH,0.9,7/20/2017,1,2,Baetis flavistriga,24,L,WAA,470.12,,,35.24,100,Trees for Tribs Survey
470.12-262,,MILH,0.9,7/20/2017,1,2,Undetermined Nemouridae,1,L,WAA,470.12,early,,35.24,100,Trees for Tribs Survey
470.12-262,,MILH,0.9,7/20/2017,1,2,Polycentropus sp.,3,L,WAA,470.12,1 aggrated,,35.24,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Optioservus cryophilus,2,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Antocha sp.,1,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Cricotopus/Orthocladius Complex,1,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Diamesa sp.,1,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Diphetor hageni,1,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Harnischia sp.,1,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Leucrocuta sp.,1,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Polypedilum aviceps,1,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Thienemanniella xena,1,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Tricorythodes sp.,1,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Tvetenia vitracies,1,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Undetermined Tabanidae,1,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Alloperla sp.,1,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Undetermined Heptageniidae,1,L,WAA,470.12,"unique, immature, damaged",,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Polycentropus sp.,1,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Parametriocnemus sp.,2,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Tanytarsus sp.,2,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Thienemannimyia gr. spp.,3,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Leuctra sp.,4,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Simulium sp.,4,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Stenelmis sp.,4,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Tvetenia bavarica gr.,5,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Ceratopsyche slossonae,6,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Acentrella turbida,10,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Hexatoma sp.,11,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Baetis tricaudatus,13,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Baetis flavistriga,18,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Undetermined Ceratopogonidae,1,L,WAA,470.12,immature,,42.56,100,Trees for Tribs Survey
470.12-263,,MILH,0.9,7/20/2017,1,3,Psephenus herricki,1,L,WAA,470.12,,,42.56,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Tvetenia bavarica gr.,3,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Nigronia sp.,1,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Rheocricotopus robacki,1,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Tricorythodes sp.,1,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Hexatoma sp.,2,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Leucrocuta sp.,2,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Tanytarsus sp.,2,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Acentrella sp.,3,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Parametriocnemus sp.,1,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Agnetina sp.,4,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Ceratopsyche sparna,7,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Ceratopsyche slossonae,10,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Baetis tricaudatus,12,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Baetis flavistriga,14,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Simulium sp.,26,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Eukiefferiella claripennis gr.,1,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Tvetenia vitracies,2,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Ceratopsyche morosa,1,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Ephemerella sp.,1,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Thienemannimyia gr. spp.,1,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Diphetor hageni,1,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Acroneuria sp.,1,L,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Stenelmis sp.,2,A,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-264,,MILH,0.1,7/20/2017,1,1,Promoresia sp.,1,A,WAA,470.12,,,38.24,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Leucrocuta sp.,3,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Tipula sp.,1,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Baetis flavistriga,13,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Ceratopsyche sparna,9,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Ceratopsyche slossonae,7,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Hexatoma sp.,6,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Acentrella sp.,6,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Psephenus herricki,1,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Dicranota sp.,1,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Cheumatopsyche sp.,1,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Stenelmis sp.,5,L,WAA,470.12,3 larvae 2 adult,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Ceratopsyche morosa,1,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Baetis tricaudatus,22,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Simulium sp.,3,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Optioservus sp.,3,L,WAA,470.12,2 larvae 1 adult,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Maccaffertium sp.,3,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Baetis intercalaris,5,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Diphetor hageni,3,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Tvetenia vitracies,1,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Polypedilum aviceps,2,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Agnetina sp.,3,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-265,,MILH,0.1,7/20/2017,1,2,Tvetenia bavarica gr.,1,L,WAA,470.12,,,61.83,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Leuctra sp.,1,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Tvetenia bavarica gr.,9,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Baetis flavistriga,12,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Baetis intercalaris,1,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Simulium sp.,10,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Stenelmis sp.,1,A,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Tvetenia vitracies,8,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Hexatoma sp.,7,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Parametriocnemus sp.,6,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Cricotopus bicinctus,6,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Ceratopsyche slossonae,6,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Baetis tricaudatus,5,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Acentrella turbida,5,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Neoporus sp.,1,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Polypedilum aviceps,4,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Leucrocuta sp.,4,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Maccaffertium sp.,3,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Cricotopus/Orthocladius Complex,2,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Undetermined Tipulidae,1,L,WAA,470.12,"unique, immature",,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Thienemanniella sp.,1,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Pteronarcys biloba,1,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Polypedilum flavum,1,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Eukiefferiella brehmi gr.,1,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-266,,MILH,0.1,7/20/2017,1,3,Thienemannimyia gr. spp.,4,L,WAA,470.12,,,10.23,100,Trees for Tribs Survey
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Acentrella turbida,12,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Antocha sp.,3,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Baetis intercalaris,4,L,WAA,470.12,"1 aggregated, all damaged",,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Baetis sp.,2,L,WAA,470.12,"unique, damaged",,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Caenis sp.,1,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Ceratopsyche sp.,1,L,WAA,470.12,"unique, immature, likely C. morosa",,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Ceratopsyche sparna,17,L,WAA,470.12,"2 aggregated - immature, damaged",,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Cheumatopsyche sp.,8,L,WAA,470.12,1 aggregated - immature,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Corydalus sp.,2,L,WAA,470.12,1 aggregated - immature,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Corynoneura sp.,3,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Cricotopus/Orthocladius Complex,1,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Dolophilodes sp.,2,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Epeorus vitreus,4,L,WAA,470.12,"3 aggregated - immature, damaged",,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Hemerodromia sp.,1,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Hexatoma sp.,2,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Hydroptila sp.,2,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Leucrocuta sp.,2,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Maccaffertium sp.,2,L,WAA,470.12,damaged,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Microtendipes pedellus gr.,1,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Nais sp.,2,L,WAA,470.12,damaged,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Paragnetina immarginata,3,L,WAA,470.12,1 aggregated - immature,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Parametriocnemus sp.,1,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Pisidium sp.,1,L,WAA,470.12,damaged,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Polycentropus sp.,2,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Polypedilum aviceps,5,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Polypedilum flavum,2,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Psephenus herricki,2,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Rheotanytarsus exiguus gr.,2,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Rhyacophila sp.,1,L,WAA,470.12,immature,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Simulium sp.,1,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Tipula sp.,2,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Tricorythodes sp.,1,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Tvetenia bavarica gr.,1,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Undetermined Baetidae,1,L,WAA,470.12,"unique, damaged",,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Undetermined Ephemerellidae,1,L,WAA,470.12,immature,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Undetermined Nemertea,1,L,WAA,470.12,,,23.23,100,
470.12-001,13,BEER_W,0.2,7/27/2017,1,,Undetermined Orthocladiinae,1,L,WAA,470.12,imm/damaged/unique,,23.23,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Acroneuria abnormis,1,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Antocha sp.,1,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Baetis brunneicolor,5,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Baetis flavistriga,4,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Cambarus sp.,1,L,WAA,470.12,immature,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Ceratopsyche sparna,5,L,WAA,470.12,1 aggregated - immature,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Cheumatopsyche sp.,4,L,WAA,470.12,1 aggregated - immature,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Cricotopus/Orthocladius Complex,4,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Dicranota sp.,5,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Dolophilodes sp.,8,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Ectopria sp.,1,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Epeorus sp.,1,L,WAA,470.12,immature,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Heptagenia sp.,12,L,WAA,470.12,2 aggregated - immature,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Hexatoma sp.,1,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Leuctra sp.,7,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Maccaffertium sp.,2,L,WAA,470.12,immature,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Nigronia serricornis,2,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Optioservus sp.,1,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Oulimnius sp.,2,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Pagastia orthogonia,1,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Paraleptophlebia sp.,4,L,WAA,470.12,Neoleptophlebia sp.,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Parametriocnemus sp.,2,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Polypedilum aviceps,11,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Promoresia tardella,1,L,WAA,470.12,P. tardella is now Optioservus tardellus,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Rheocricotopus sp.,2,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Rheotanytarsus exiguus gr.,2,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Stempellinella sp.,1,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Stenelmis sp.,1,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Tanytarsus sp.,5,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Thienemannimyia gr. spp.,1,L,WAA,470.12,,,37.33,100,
470.12-002,13,BLAG,3.4,7/6/2017,1,,Tvetenia bavarica gr.,2,L,WAA,470.12,,,37.33,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Baetis flavistriga,7,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Caecidotea sp.,8,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Ceratopsyche morosa,1,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Cheumatopsyche sp.,6,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Chimarra aterrima?,11,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Diamesa sp.,2,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Hydropsyche betteni,17,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Lepidostoma sp.,2,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Optioservus sp.,2,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Psephenus herricki,15,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Rheotanytarsus sp.,1,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Simulium sp.,1,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Stenelmis sp.,21,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Tvetenia bavarica gr.,1,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Undetermined Hirudinea,1,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Undetermined Nematoda,1,L,WAA,470.12,,,23.91,100,
470.12-003,13,CASP,1.7,7/26/2017,1,,Undetermined Turbellaria,3,L,WAA,470.12,,,23.91,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Acentrella turbida,11,L,WAA,470.12,2 aggregated - damaged,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Baetis flavistriga,2,L,WAA,470.12,,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Baetis intercalaris,5,L,WAA,470.12,,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Ceratopsyche morosa,4,L,WAA,470.12,,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Cheumatopsyche sp.,7,L,WAA,470.12,,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Chimarra obscura,4,L,WAA,470.12,,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Corydalus cornutus,2,L,WAA,470.12,,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Dineutus sp.,1,L,WAA,470.12,,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Epeorus vitreus,6,L,WAA,470.12,2 aggregated - immature,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Gammarus sp.,1,L,WAA,470.12,,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Hydropsyche sp.,2,L,WAA,470.12,1 aggregated - immature; nr H. dicantha,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Isonychia sp.,4,L,WAA,470.12,,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Leucrocuta sp.,6,L,WAA,470.12,,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Maccaffertium sp.,8,L,WAA,470.12,3 aggregated - damaged,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Optioservus sp.,4,L,WAA,470.12,,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Psephenus herricki,1,L,WAA,470.12,,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Rheotanytarsus exiguus gr.,12,L,WAA,470.12,,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Serratella deficiens,10,L,WAA,470.12,"6 aggregated - immature, damaged; S. deficiens is now Teloganopsis deficiens",,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Simulium sp.,1,L,WAA,470.12,,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Stenelmis sp.,7,L,WAA,470.12,,,12.38,100,
470.12-004,13,CATS,6.2,7/26/2017,1,,Tvetenia vitracies,2,L,WAA,470.12,,,12.38,100,
470.12-005,13,CLAV,0.5,7/24/2017,1,,Acentrella turbida,4,L,WAA,470.12,,,18.61,100,
470.12-005,13,CLAV,0.5,7/24/2017,1,,Baetis flavistriga,13,L,WAA,470.12,,,18.61,100,
470.12-005,13,CLAV,0.5,7/24/2017,1,,Baetis intercalaris,8,L,WAA,470.12,,,18.61,100,
470.12-005,13,CLAV,0.5,7/24/2017,1,,Ceratopsyche morosa,8,L,WAA,470.12,1 aggregated - immature,,18.61,100,
