,FINAL_ID,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,MACRO_GENSPECIES,FEEDINGHAB,TOLERANCE,NBI_P_TOLERANCE,NBI_N_TOLERANCE,TOLNAME,CLASSIFIER,PREVNAMES,COMMONNAME,REFERENCE
63,STEMPELLINA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,STEMPELLINA,STEMPELLINA,STEMPELLINA SP.,C-G,2,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,21
61,STEMPELLINA_SP._4,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,STEMPELLINA,STEMPELLINA,STEMPELLINA SP. 4,C-G,2,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,21
62,STEMPELLINA_SP._5,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,STEMPELLINA,STEMPELLINA,STEMPELLINA SP. 5,C-G,2,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,21
67,STEMPELLINELLA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,STEMPELLINELLA,STEMPELLINELLA,STEMPELLINELLA SP.,C-G,4,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,21
64,STEMPELLINELLA_SP._1,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,STEMPELLINELLA,STEMPELLINELLA,STEMPELLINELLA SP. 1,C-G,4,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,21
65,STEMPELLINELLA_SP._2,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,STEMPELLINELLA,STEMPELLINELLA,STEMPELLINELLA SP. 2,C-G,4,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,21
66,STEMPELLINELLA_SP._3,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,STEMPELLINELLA,STEMPELLINELLA,STEMPELLINELLA SP. 3,C-G,4,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,21
85,STENACRON_CAROLINA,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIIDAE,STENACRON,STENACRON,STENACRON CAROLINA,SCR,7,NA,NA,FACULTATIVE,EPHEMEROPTERA,NA,MAYFLY,NA
86,STENACRON_INTERPUNCTATUM,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIIDAE,STENACRON,STENACRON,STENACRON INTERPUNCTATUM,SCR,7,7,7,FACULTATIVE,EPHEMEROPTERA,STENONEMA SP. 2,MAYFLY,"83,9"
87,STENACRON_SP.,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIIDAE,STENACRON,STENACRON,STENACRON SP.,SCR,7,NA,NA,FACULTATIVE,EPHEMEROPTERA,NA,MAYFLY,"83,9"
764,STENELMIS_BICARINATA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ELMIDAE,STENELMIS,STENELMIS,STENELMIS BICARINATA,SCR,5,NA,NA,FACULTATIVE,COLEOPTERA,STENELMIS MARKELI,BEETLE,"19,104"
765,STENELMIS_CHERYL,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ELMIDAE,STENELMIS,STENELMIS_CHERYL,STENELMIS CHERYL,SCR,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,20
766,STENELMIS_CONCINNA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ELMIDAE,STENELMIS,STENELMIS,STENELMIS CONCINNA,SCR,5,5,0,FACULTATIVE,COLEOPTERA,NA,BEETLE,19
767,STENELMIS_CRENATA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ELMIDAE,STENELMIS,STENELMIS,STENELMIS CRENATA,SCR,5,7,7,FACULTATIVE,COLEOPTERA,NA,BEETLE,19
768,STENELMIS_MERA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ELMIDAE,STENELMIS,STENELMIS_MERA,STENELMIS MERA,SCR,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,19
769,STENELMIS_MUSGRAVEI,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ELMIDAE,STENELMIS,STENELMIS_MUSGRAVEI,STENELMIS MUSGRAVEI,SCR,5,NA,NA,FACULTATIVE,COLEOPTERA,STENELMIS QUADRIMACULATA,BEETLE,19
770,STENELMIS_SANDERSONI,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ELMIDAE,STENELMIS,STENELMIS_SANDERSONI,STENELMIS SANDERSONI,SCR,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,19
772,STENELMIS_SP.,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ELMIDAE,STENELMIS,STENELMIS,STENELMIS SP.,SCR,5,7,7,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,19"
771,STENELMIS_VITTAPENNIS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ELMIDAE,STENELMIS,STENELMIS_VITTAPENNIS,STENELMIS VITTAPENNIS,SCR,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,19
1073,STENOCHIRONOMUS_HILARIS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,STENOCHIRONOMUS,STENOCHIRONOMUS_HILARIS,STENOCHIRONOMUS HILARIS,C-G,5,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,15
1074,STENOCHIRONOMUS_MACATEEI,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,STENOCHIRONOMUS,STENOCHIRONOMUS_MACATEEI,STENOCHIRONOMUS MACATEEI,C-G,5,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,15
1075,STENOCHIRONOMUS_POECILOPTERUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,STENOCHIRONOMUS,STENOCHIRONOMUS_POECILOPTERUS,STENOCHIRONOMUS POECILOPTERUS,C-G,5,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,15
1076,STENOCHIRONOMUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,STENOCHIRONOMUS,STENOCHIRONOMUS,STENOCHIRONOMUS SP.,C-G,5,4,3,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,15
89,STENONEMA_FEMORATUM,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIIDAE,STENONEMA,STENONEMA_FEMORATUM,STENONEMA FEMORATUM,SCR,7,NA,NA,FACULTATIVE,EPHEMEROPTERA,"STENONEMA TRIPUNCTATUM, STENONEMA SP. 4",MAYFLY,9
482,STENONEMA_SP.,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIIDAE,STENONEMA,STENONEMA,STENONEMA SP.,SCR,3,5,5,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,9
1077,STICTOCHIRONOMUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,STICTOCHIRONOMUS,STICTOCHIRONOMUS,STICTOCHIRONOMUS SP.,C-G,9,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,124
992,STILOCLADIUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,STILOCLADIUS,STILOCLADIUS,STILOCLADIUS SP.,C-G,3,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,124
225,STRATIOMYS_SP.,ARTHROPODA,INSECTA,DIPTERA,STRATIOMYIDAE,STRATIOMYIDAE,STRATIOMYS,STRATIOMYS,STRATIOMYS SP.,C-G,7,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,SOLDIER FLY,83
406,STROPHOPTERYX_FASCIATA,ARTHROPODA,INSECTA,PLECOPTERA,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,STROPHOPTERYX,STROPHOPTERYX_FASCIATA,STROPHOPTERYX FASCIATA,SHR,3,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,114
407,STROPHOPTERYX_SP.,ARTHROPODA,INSECTA,PLECOPTERA,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,STROPHOPTERYX,STROPHOPTERYX,STROPHOPTERYX SP.,SHR,3,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,114
700,STYLARIA_LACUSTRIS,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,NAIDIDAE,STYLARIA,STYLARIA_LACUSTRIS,STYLARIA LACUSTRIS,C-G,6,5,2,FACULTATIVE,OLIGOCHAETA,STYLARIA FOSSULARIS,WORM,"18,83"
701,STYLARIA_SP.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,NAIDIDAE,STYLARIA,STYLARIA,STYLARIA SP.,C-G,6,NA,NA,FACULTATIVE,OLIGOCHAETA,NA,WORM,"18,83"
559,STYLODRILUS_HERINGIANUS,ANNELIDA,OLIGOCHAETA,LUMBRICULIDA,LUMBRICULIDAE,LUMBRICULIDAE,STYLODRILUS,STYLODRILUS_HERINGIANUS,STYLODRILUS HERINGIANUS,C-G,5,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,18
560,STYLODRILUS_SP.,ANNELIDA,OLIGOCHAETA,LUMBRICULIDA,LUMBRICULIDAE,LUMBRICULIDAE,STYLODRILUS,STYLODRILUS,STYLODRILUS SP.,C-G,5,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,18
1298,STYLOGOMPHUS_ALBYSTILUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHIDAE,STYLOGOMPHUS,STYLOGOMPHUS_ALBYSTILUS,STYLOGOMPHUS ALBYSTILUS,PRD,1,NA,NA,INTOLERANT,INSECTS-OTHER,NA,DRAGONFLY,"83, 122"
1299,STYLOGOMPHUS_SP.,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHIDAE,STYLOGOMPHUS,STYLOGOMPHUS,STYLOGOMPHUS SP.,PRD,1,NA,NA,INTOLERANT,INSECTS-OTHER,NA,DRAGONFLY,"83,122"
1300,STYLURUS_SP.,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHIDAE,STYLURUS,STYLURUS,STYLURUS SP.,PRD,4,NA,NA,INTOLERANT,INSECTS-OTHER,NA,DRAGONFLY,"83,122"
68,SUBLETTEA_COFFMANI,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,SUBLETTEA,SUBLETTEA_COFFMANI,SUBLETTEA COFFMANI,C-F,4,3,5,INTOLERANT,CHIRONOMIDAE,"TANYTARSUS COFFMANI, TANYTARSUS SP. 3",MIDGE,124
69,SUBLETTEA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,SUBLETTEA,SUBLETTEA,SUBLETTEA SP.,C-F,4,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,124
445,SUWALLIA_MARGINATA,ARTHROPODA,INSECTA,PLECOPTERA,CHLOROPERLIDAE,CHLOROPERLIDAE,SUWALLIA,SUWALLIA,SUWALLIA MARGINATA,PRD,0,NA,NA,INTOLERANT,PLECOPTERA,SUWALLIA SP.,STONEFLY,"114,1"
446,SWELTSA_SP.,ARTHROPODA,INSECTA,PLECOPTERA,CHLOROPERLIDAE,CHLOROPERLIDAE,SWELTSA,SWELTSA,SWELTSA SP.,PRD,0,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,"83,114"
993,SYMBIOCLADIUS_EQUITANS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,SYMBIOCLADIUS,SYMBIOCLADIUS_EQUITANS,SYMBIOCLADIUS EQUITANS,PRD,2,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,124
1009,SYMBIOCLADIUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,SYMBIOCLADIUS,SYMBIOCLADIUS,SYMBIOCLADIUS SP.,PRD,2,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,124
618,SYMPETRUM_JANEAE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULIDAE,SYMPETRUM,SYMPETRUM_JANEAE,SYMPETRUM JANEAE,PRD,4,NA,NA,INTOLERANT,INSECTS-OTHER,NA,DRAGONFLY,"83,122"
620,SYMPETRUM_SP.,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULIDAE,SYMPETRUM,SYMPETRUM,SYMPETRUM SP.,PRD,4,NA,NA,INTOLERANT,INSECTS-OTHER,NA,DRAGONFLY,"83,122"
619,SYMPETRUM_VICINUM,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,LIBELLULIDAE,SYMPETRUM,SYMPETRUM_VICINUM,SYMPETRUM VICINUM,PRD,4,NA,NA,INTOLERANT,INSECTS-OTHER,NA,DRAGONFLY,"83,122"
346,SYMPOTTHASTIA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIAMESINAE,SYMPOTTHASTIA,SYMPOTTHASTIA,SYMPOTTHASTIA SP.,C-G,2,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,124
1010,SYNORTHOCLADIUS_NR._SEMIVIRENS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,SYNORTHOCLADIUS,SYNORTHOCLADIUS_SEMIVIRENS,SYNORTHOCLADIUS NR. SEMIVIRENS,C-G,6,6,9,FACULTATIVE,CHIRONOMIDAE,"EUKIEFFERIELLA SP. 3, EUKIEFFERIELLA SORDENS, NANOCLADIUS SP.",MIDGE,106
1011,SYNORTHOCLADIUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,SYNORTHOCLADIUS,SYNORTHOCLADIUS,SYNORTHOCLADIUS SP.,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,106
219,TABANUS_SP.,ARTHROPODA,INSECTA,DIPTERA,TABANIDAE,TABANIDAE,TABANUS,TABANUS,TABANUS SP.,PRD,5,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,DEER FLY,83
408,TAENIONEMA_ATLANTICUM,ARTHROPODA,INSECTA,PLECOPTERA,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,TAENIONEMA,TAENIONEMA_ATLANTICUM,TAENIONEMA ATLANTICUM,SHR,2,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,114
409,TAENIONEMA_SP.,ARTHROPODA,INSECTA,PLECOPTERA,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,TAENIONEMA,TAENIONEMA,TAENIONEMA SP.,SHR,2,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,114
410,TAENIOPTERYX_BURKSI,ARTHROPODA,INSECTA,PLECOPTERA,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,TAENIOPTERYX,TAENIOPTERYX_BURKSI,TAENIOPTERYX BURKSI,SHR,2,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,45
411,TAENIOPTERYX_LONICERA,ARTHROPODA,INSECTA,PLECOPTERA,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,TAENIOPTERYX,TAENIOPTERYX_LONICERA,TAENIOPTERYX LONICERA,SHR,2,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,45
412,TAENIOPTERYX_NIVALIS,ARTHROPODA,INSECTA,PLECOPTERA,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,TAENIOPTERYX,TAENIOPTERYX_NIVALIS,TAENIOPTERYX NIVALIS,SHR,2,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,45
413,TAENIOPTERYX_PARVULA,ARTHROPODA,INSECTA,PLECOPTERA,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,TAENIOPTERYX,TAENIOPTERYX_PARVULA,TAENIOPTERYX PARVULA,SHR,2,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,45
414,TAENIOPTERYX_SP.,ARTHROPODA,INSECTA,PLECOPTERA,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,TAENIOPTERYX,TAENIOPTERYX,TAENIOPTERYX SP.,SHR,2,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,114
438,TALLAPERLA_SP.,ARTHROPODA,INSECTA,PLECOPTERA,PELTOPERLIDAE,PELTOPERLIDAE,TALLAPERLA,TALLAPERLA,TALLAPERLA SP.,SHR,0,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,"83,114"
325,TANYPUS_NEOPUNCTIPENNIS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,TANYPUS,TANYPUS_NEOPUNCTIPENNIS,TANYPUS NEOPUNCTIPENNIS,PRD,10,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,89
326,TANYPUS_PUNCTIPENNIS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,TANYPUS,TANYPUS_PUNCTIPENNIS,TANYPUS PUNCTIPENNIS,PRD,10,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,89
328,TANYPUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,TANYPUS,TANYPUS,TANYPUS SP.,PRD,10,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,89
327,TANYPUS_STELLATUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,TANYPUS,TANYPUS_STELLATUS,TANYPUS STELLATUS,PRD,10,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,89
70,TANYTARSUS_BRUNDINI,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSUS,TANYTARSUS_BRUNDINI,TANYTARSUS BRUNDINI,C-F,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,87
71,TANYTARSUS_CURTICORNIS_GR.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSUS,TANYTARSUS_CURTICORNIS,TANYTARSUS CURTICORNIS GR.,C-F,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,NA
72,TANYTARSUS_EMINULUS_GR.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSUS,TANYTARSUS_EMINULUS,TANYTARSUS EMINULUS GR.,C-F,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,TANYTARSUS SP. 8,MIDGE,87
73,TANYTARSUS_GLABRESCENS_GR.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSUS,TANYTARSUS_GLABRESCENS,TANYTARSUS GLABRESCENS GR.,C-F,6,5,6,FACULTATIVE,CHIRONOMIDAE,"MICROPSECTRA SP. 1, MICROPSECTRA SP.",MIDGE,87
74,TANYTARSUS_GUERLUS_GR.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSUS,TANYTARSUS_GUERLUS,TANYTARSUS GUERLUS GR.,C-F,6,5,5,FACULTATIVE,CHIRONOMIDAE,TANYTARSUS SP. 6,MIDGE,87
394,TANYTARSUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSUS,TANYTARSUS,TANYTARSUS SP.,C-F,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,87
75,TANYTARSUS_SP._O,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSUS,TANYTARSUS,TANYTARSUS SP. O,C-F,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,36
329,TELOPELOPIA_OKOBOJI,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,TELOPELOPIA,TELOPELOPIA_OKOBOJI,TELOPELOPIA OKOBOJI,PRD,8,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,94
330,TELOPELOPIA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,TELOPELOPIA,TELOPELOPIA,TELOPELOPIA SP.,PRD,8,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,94
595,TETRAGONEURIA_SP.,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,CORDULIIDAE,TETRAGONEURIA,TETRAGONEURIA,TETRAGONEURIA SP.,PRD,9,NA,NA,TOLERANT,INSECTS-OTHER,NA,DRAGONFLY,NA
1012,THIENEMANNIELLA_LOBAPODEMA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,THIENEMANNIELLA,THIENEMANNIELLA_LOBAPODEMA,THIENEMANNIELLA LOBAPODEMA,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,"THIENEMANNIELLA NR. FUSCA, THIENEMANNIELLA SP. 2, BRILLIA SP. 2",MIDGE,"106,36"
1014,THIENEMANNIELLA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,THIENEMANNIELLA,THIENEMANNIELLA,THIENEMANNIELLA SP.,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,CORYNONEURA SP.,MIDGE,"124,83"
1013,THIENEMANNIELLA_XENA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,THIENEMANNIELLA,THIENEMANNIELLA,THIENEMANNIELLA XENA,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,"THIENEMANNIELLA XENA?, THIENEMANNIELLA SP. 1",MIDGE,"106,36"
331,THIENEMANNIMYIA_GR._SPP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,THIENEMANNIMYIA,THIENEMANNIMYIA,THIENEMANNIMYIA GR. SPP.,PRD,6,8,8,FACULTATIVE,CHIRONOMIDAE,"PENTANEURA SP. 1, CONCHAPELOPIA SP. 1",MIDGE,94
332,THIENEMANNIMYIA_NORENA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,THIENEMANNIMYIA,THIENEMANNIMYIA,THIENEMANNIMYIA NORENA,PRD,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,94
333,THIENEMANNIMYIA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,THIENEMANNIMYIA,THIENEMANNIMYIA,THIENEMANNIMYIA SP.,PRD,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,94
151,TIPULA_SP.,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,TIPULIDAE,TIPULA,TIPULA,TIPULA SP.,SHR,6,10,10,INTOLERANT,INSECTS-OTHER,NA,CRANE FLY,"83,25"
122,TRIAENODES_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,LEPTOCERIDAE,TRIAENODES,TRIAENODES,TRIAENODES SP.,SHR,6,NA,NA,FACULTATIVE,TRICHOPTERA,NA,CADDISFLY,"125,47"
1078,TRIBELOS_ATRUM,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TRIBELOS,TRIBELOS_ATRUM,TRIBELOS ATRUM,C-G,7,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,49
1302,TRIBELOS_FUSCICORNE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TRIBELOS,TRIBELOS_FUSCICORNE,TRIBELOS FUSCICORNE,C-G,7,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,49
1303,TRIBELOS_JUCUNDUM,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TRIBELOS,TRIBELOS_JUCUNDUM,TRIBELOS JUCUNDUM,C-G,7,NA,NA,FACULTATIVE,CHIRONOMIDAE,"TRIBELOS SP. 1, TRIBELOS SP.",MIDGE,49
1304,TRIBELOS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TRIBELOS,TRIBELOS,TRIBELOS SP.,C-G,7,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,49
1305,TRIBELOS/ENDOCHIRONOMUS/PHAENOPSECTRA_CO,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TRIBELOS/ENDOCHIRONOMUS/PHAENOPSECTRA,TRIBELOS/ENDOCHIRONOMUS/PHAENOPSECTRA,TRIBELOS/ENDOCHIRONOMUS/PHAENOPSECTRA CO,C-G,8,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,124
574,TRICORYTHODES_SP.,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOHYPHIDAE,LEPTOHYPHIDAE,TRICORYTHODES,TRICORYTHODES,TRICORYTHODES SP.,C-G,4,4,9,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,83
1015,TRISSOCLADIUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,TRISSOCLADIUS,TRISSOCLADIUS,TRISSOCLADIUS SP.,C-G,5,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,"124,83"
334,TRISSOPELOPIA_OGEMAWI,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,TRISSOPELOPIA,TRISSOPELOPIA_OGEMAWI,TRISSOPELOPIA OGEMAWI,PRD,4,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,91
335,TRISSOPELOPIA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,TRISSOPELOPIA,TRISSOPELOPIA,TRISSOPELOPIA SP.,PRD,4,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,91
611,TROPISTERNUS_SP.,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHYLLIDAE,HYDROPHYLLIDAE,TROPISTERNUS,TROPISTERNUS,TROPISTERNUS SP.,PRD,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,123"
538,TUBIFEX_SP.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,TUBIFEX,TUBIFEX,TUBIFEX SP.,C-G,10,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
537,TUBIFEX_TUBIFEX,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,TUBIFEX,TUBIFEX_TUBIFEX,TUBIFEX TUBIFEX,C-G,10,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
